shortcode,post_date,post_url,display_url,like_and_view_counts_disabled,likes,is_paid_partnership,location,city,exact_city_match,lattitude,longitude,geo_city,geo_state,geo_country,is_video,is_verified,is_private,img_path,img_lables,img_lable_scores,sunset,places,art,beach,snow,mountain,shopping,food,history,fun,transport,water,chirstmas,happy,extra15
CXivrGhK7Rj,2021-12-16,https://www.instagram.com/p/CXivrGhK7Rj/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/268593444_300166872027404_5188346375576014179_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=108&_nc_ohc=6MOmESnmkrwAX9-vq82&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_6UTDE8e_Ry9Offp5E7-o8NDeE-JMCngBV6gJA8BIgIQ&oe=61C25F94&_nc_sid=83d603,False,1,False,ETNA,"Catania, Italy",False,37.502608,15.087111,Catania,SICILY,IT,False,False,False,C:\Docs\kitts\data\dump\italytour\Images\CXivrGhK7Rj.jpg,cloud water sky green ecoregion natural-landscape plant fluvial-landforms-of-streams biome mountain,"[['Cloud', 0.9786906838417053], ['Water', 0.9757124781608582], ['Sky', 0.9649927020072937], ['Green', 0.9399519562721252], ['Ecoregion', 0.9293088316917419], ['Natural-landscape', 0.8963071703910828], ['Plant', 0.8751847147941589], ['Fluvial-landforms-of-streams', 0.8656467795372009], ['Biome', 0.833798348903656], ['Mountain', 0.8212536573410034]]",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CXivMTHo3CN,2021-12-16,https://www.instagram.com/p/CXivMTHo3CN/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/268904210_1251492568690992_7351494934372800540_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=100&_nc_ohc=mqxeeEeOz1oAX-PzbQt&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_I9JEVyK4RlqVqGZK1Sd93a3ATnpDsiOTz35K6N3mo-w&oe=61C255D7&_nc_sid=83d603,False,8,False,Collesium Roma ITALY,"Rome, Italy",False,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXivMTHo3CN.jpg,sky nature azure cloud amphitheatre facade wonders-of-the-world city arcade monument,"[['Sky', 0.969550609588623], ['Nature', 0.8991271257400513], ['Azure', 0.8954947590827942], ['Cloud', 0.8902993202209473], ['Amphitheatre', 0.800020158290863], ['Facade', 0.7848544716835022], ['Wonders-of-the-world', 0.7752555012702942], ['City', 0.7740206718444824], ['Arcade', 0.7369863390922546], ['Monument', 0.7232868075370789]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXiv4QFoMvb,2021-12-16,https://www.instagram.com/p/CXiv4QFoMvb/,https://instagram.fbom26-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/267510128_454119946072998_8162503685641454755_n.jpg?_nc_ht=instagram.fbom26-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=bdz3STk_w0QAX8yJc8q&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT94dgxBF5h-thfecHTb_dWTUGjuVfBgmzyjs6ZmfdGm0A&oe=61C48651&_nc_sid=83d603,False,103,False,ROMA - città eterna,"Rome, Italy",False,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CXiv4QFoMvb.jpg,sky amphitheatre archaeological-site facade monument arch ancient-roman-architecture wonders-of-the-world arcade ancient-history,"[['Sky', 0.9662392139434814], ['Amphitheatre', 0.7964332699775696], ['Archaeological-site', 0.7435207962989807], ['Facade', 0.7420234084129333], ['Monument', 0.7401689291000366], ['Arch', 0.735160231590271], ['Ancient-roman-architecture', 0.7071883678436279], ['Wonders-of-the-world', 0.7019407153129578], ['Arcade', 0.6887160539627075], ['Ancient-history', 0.6866617798805237]]",False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
CXiv1Zho9u2,2021-12-16,https://www.instagram.com/p/CXiv1Zho9u2/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/268816299_1002138430517038_600484365929598678_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=110&_nc_ohc=upG0vk0Ej_YAX-TVjo6&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_8Cg4W3y8HQJFF1fdYqAObIfbBmZrCuudptjyoHfkV2A&oe=61C17485&_nc_sid=83d603,False,47,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXiv1Zho9u2.jpg,azure water building travel urban-design landmark art city facade rectangle,"[['Azure', 0.8955442905426025], ['Water', 0.8934414386749268], ['Building', 0.829314112663269], ['Travel', 0.8208984136581421], ['Urban-design', 0.7859768271446228], ['Landmark', 0.7753608822822571], ['Art', 0.770818829536438], ['City', 0.7582145929336548], ['Facade', 0.7525481581687927], ['Rectangle', 0.7523860335350037]]",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
CXiuxDStJwt,2021-12-16,https://www.instagram.com/p/CXiuxDStJwt/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/267565303_600152474392319_8146920663115523904_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=NmTjDQSrnl0AX8R9rQS&tn=T9WpxbaVmZSAL7ZO&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_jpjT6YKWSBxi7qwSvyVz2LtnppfK-AeOY-h0BS_0hYQ&oe=61C293EB&_nc_sid=83d603,False,24,False,Appio-Latino,,False,41.867904,12.516418,Rome,Lazio,IT,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXiuxDStJwt.jpg,sky cloud atmosphere daytime window afterglow fence natural-environment mesh dusk,"[['Sky', 0.96781986951828], ['Cloud', 0.9519774317741394], ['Atmosphere', 0.9481807947158813], ['Daytime', 0.9450805187225342], ['Window', 0.904420018196106], ['Afterglow', 0.9016477465629578], ['Fence', 0.9016449451446533], ['Natural-environment', 0.8900634050369263], ['Mesh', 0.8898956179618835], ['Dusk', 0.8835911154747009]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXiugh3I0Qd,2021-12-16,https://www.instagram.com/p/CXiugh3I0Qd/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/267664314_265675295547515_4355540171696581355_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=Mccy97es8z8AX_CZcXE&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-Tzax32bpLD3lHhadLsnrmbNqi_sM1qphUD8hRz3QoXw&oe=61C246C7&_nc_sid=83d603,False,794,False,Capanna Margherita,Alagna Valsesia,False,45.873631,7.918793,Alagna Valsesia,PIEMONT,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXiugh3I0Qd.jpg,cloud sky snow building slope stairs ice-cap freezing geological-phenomenon landscape,"[['Cloud', 0.980497419834137], ['Sky', 0.9676710963249207], ['Snow', 0.9506152868270874], ['Building', 0.9030891060829163], ['Slope', 0.8842333555221558], ['Stairs', 0.8643794059753418], ['Ice-cap', 0.8204637169837952], ['Freezing', 0.8033826351165771], ['Geological-phenomenon', 0.7722725868225098], ['Landscape', 0.7630574703216553]]",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CXiuTHdqK6u,2021-12-16,https://www.instagram.com/p/CXiuTHdqK6u/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/267614553_278257060965359_7085050043655542626_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=yTcVxwYFp7sAX_8vgOh&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-xURTGBzyiGweHVaX5cXIMAOK9vsGvGy3whDy2c6yWSA&oe=61C2C0A4&_nc_sid=83d603,False,1288,False,"Naples, Italy","Naples, Italy",True,40.844116,14.2423,Naples,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXiuTHdqK6u.jpg,food pizza infrastructure road-surface ingredient building recipe neighbourhood california-style-pizza window,"[['Food', 0.9733069539070129], ['Pizza', 0.944250762462616], ['Infrastructure', 0.892341673374176], ['Road-surface', 0.8737486600875854], ['Ingredient', 0.8631251454353333], ['Building', 0.8621761798858643], ['Recipe', 0.8610930442810059], ['Neighbourhood', 0.8186896443367004], ['California-style-pizza', 0.8092874884605408], ['Window', 0.8080883026123047]]",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
CXittikoomp,2021-12-16,https://www.instagram.com/p/CXittikoomp/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/267669608_1014693542595559_8624667960449070110_n.webp.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=107&_nc_ohc=7KkC_huLLggAX9csALS&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-EuDsr4ElFb1noDDXPEQd_hCt4h6Sy6L3XT4Yq5UXZtA&oe=61C1C0FF&_nc_sid=83d603,False,169,False,Borgo Medievale Torino,"Turin, Italy",False,45.07092,7.685972,Turin,PIEMONT,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXittikoomp.jpg,water sky atmosphere cloud daytime blue building world natural-landscape dusk,"[['Water', 0.970715343952179], ['Sky', 0.9640721678733826], ['Atmosphere', 0.9481807947158813], ['Cloud', 0.946570098400116], ['Daytime', 0.9444964528083801], ['Blue', 0.9298627972602844], ['Building', 0.9238723516464233], ['World', 0.9219157099723816], ['Natural-landscape', 0.8671087026596069], ['Dusk', 0.8549799919128418]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXitfwPqXXg,2021-12-16,https://www.instagram.com/p/CXitfwPqXXg/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/267885857_3105578593034391_2627326426419860490_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=103&_nc_ohc=eVDKa9Ciw_0AX8Mn7c5&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8E6LSUeniIBf7ARwTHHM54v1BWiBAK2moijkXhDabYfA&oe=61C19915&_nc_sid=83d603,False,61,False,"Rome, Italy","Rome, Italy",False,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXitfwPqXXg.jpg,fashion textile flash-photography street-fashion travel eyewear city luggage-and-bags camera backpack,"[['Fashion', 0.8772594332695007], ['Textile', 0.8721601366996765], ['Flash-photography', 0.8599327206611633], ['Street-fashion', 0.8359742760658264], ['Travel', 0.8289502859115601], ['Eyewear', 0.7669141888618469], ['City', 0.7648816108703613], ['Luggage-and-bags', 0.7350378632545471], ['Camera', 0.6653730273246765], ['Backpack', 0.6601437926292419]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CXitQz7LLLp,2021-12-16,https://www.instagram.com/p/CXitQz7LLLp/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/269130523_4639441272804138_1321097542366448813_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=106&_nc_ohc=AVg2Ez07u10AX9xh5Zy&tn=sSFz3pLV_ZLdQZrX&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-CryXWuwkVn-6FUc3JWZwd7Qt7OX8WRKHRO3LFaWcaWA&oe=61C28592&_nc_sid=83d603,False,106,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CXitQz7LLLp.jpg,food ingredient natural-foods recipe fruit cooking cuisine dish gas produce,"[['Food', 0.9801725745201111], ['Ingredient', 0.8721502423286438], ['Natural-foods', 0.8650959730148315], ['Recipe', 0.864085853099823], ['Fruit', 0.8532862067222595], ['Cooking', 0.8033051490783691], ['Cuisine', 0.7967444658279419], ['Dish', 0.7657681107521057], ['Gas', 0.7526894211769104], ['Produce', 0.7502847909927368]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CXit40nASSA,2021-12-16,https://www.instagram.com/p/CXit40nASSA/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/267438419_671362593882422_4549965813680266356_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=102&_nc_ohc=vt35TjTqUwUAX-_AoJk&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8KudceIOLM2-FBDT8GgmDzHetB6A5pBqXn3x5ByAH6-g&oe=61C1747E&_nc_sid=83d603,False,18,False,"Cremona, Italy","Cremona, Italy",True,45.700958,9.080198,Cermenate,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXit40nASSA.jpg,sky atmosphere cloud building world dusk urban-design tower-block horizon house,"[['Sky', 0.9709001779556274], ['Atmosphere', 0.9481807947158813], ['Cloud', 0.9390643835067749], ['Building', 0.8959042429924011], ['World', 0.8958210349082947], ['Dusk', 0.8691884279251099], ['Urban-design', 0.8502592444419861], ['Tower-block', 0.849239706993103], ['Horizon', 0.8161089420318604], ['House', 0.8113570809364319]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXiswiwIGcA,2021-12-16,https://www.instagram.com/p/CXiswiwIGcA/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/267607374_600673521197439_2225416599908048078_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=LVby5NLH33MAX_ur0WN&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8SmYJlySPyScTGT2K2kUM0iv2dhh_n0K7w536ZIhAujQ&oe=61CE40F5&_nc_sid=83d603,False,423,False,Ostuni,Ostuni,True,40.727631,17.576406,Ostuni,APULIA,IT,False,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXiswiwIGcA.jpg,plant flowerpot world green temple decoration flower houseplant building red,"[['Plant', 0.9540913105010986], ['Flowerpot', 0.9200113415718079], ['World', 0.9164310097694397], ['Green', 0.9013717770576477], ['Temple', 0.8734598755836487], ['Decoration', 0.8716484904289246], ['Flower', 0.8457629084587097], ['Houseplant', 0.8193010091781616], ['Building', 0.806747317314148], ['Red', 0.806025505065918]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXir6whtMBR,2021-12-16,https://www.instagram.com/p/CXir6whtMBR/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/267497141_451817693176068_2198253980412594094_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=100&_nc_ohc=3oqOVs-1dZwAX-Bx4ky&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-YnCQISzyBFlpCIB4J9LK8hXCIgGZXbdpfdY9lxApLog&oe=61C24F43&_nc_sid=83d603,False,7,False,Galata Museo del Mare - Genova,"Genova, Italy",False,44.40726,8.933862,Genoa,LIGURIA,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXir6whtMBR.jpg,water sky daytime building watercraft boat urban-design lake fence dock,"[['Water', 0.9763477444648743], ['Sky', 0.9567585587501526], ['Daytime', 0.9445439577102661], ['Building', 0.937525749206543], ['Watercraft', 0.9174423217773438], ['Boat', 0.9157003164291382], ['Urban-design', 0.8293527960777283], ['Lake', 0.8287816047668457], ['Fence', 0.8279041051864624], ['Dock', 0.8090816140174866]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXiqHrzL8FR,2021-12-16,https://www.instagram.com/p/CXiqHrzL8FR/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/267565017_3224164281144797_7178695781065366478_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=105&_nc_ohc=5lcvuTot0vgAX8D6RtD&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9CMocO2w4cEGkQ6BgpDfbw8LIHMBBXKqSMi5aZ9wedfA&oe=61C351E5&_nc_sid=83d603,False,19,False,"Italia, Venezia","Venice, Italy",False,45.437191,12.33459,Venice,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXiqHrzL8FR.jpg,forehead skin smile lip eyebrow eye eyelash jaw makeover happy,"[['Forehead', 0.9846563935279846], ['Skin', 0.9735842943191528], ['Smile', 0.9708976745605469], ['Lip', 0.9692399501800537], ['Eyebrow', 0.9412252306938171], ['Eye', 0.9359241724014282], ['Eyelash', 0.9116261601448059], ['Jaw', 0.8798586130142212], ['Makeover', 0.8552679419517517], ['Happy', 0.846159040927887]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CXiollWO8Jx,2021-12-16,https://www.instagram.com/p/CXiollWO8Jx/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/267969537_988877465365744_8019309834917099552_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=104&_nc_ohc=Hdcbx5wlsaIAX-NTAvB&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-5nPox6WuPCAk6M3L8MUbmOro61c21DRWXFaFNfaO7Mg&oe=61C31C44&_nc_sid=83d603,False,227,False,"Rome, Italy","Rome, Italy",True,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXiollWO8Jx.jpg,food sky daytime building blue orange public-space ingredient tableware natural-foods,"[['Food', 0.9664565920829773], ['Sky', 0.9459074139595032], ['Daytime', 0.9451199173927307], ['Building', 0.9136790633201599], ['Blue', 0.8921802639961243], ['Orange', 0.8869796395301819], ['Public-space', 0.8239673376083374], ['Ingredient', 0.8235735297203064], ['Tableware', 0.8133456110954285], ['Natural-foods', 0.8122756481170654]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CXioWsoM2Tj,2021-12-16,https://www.instagram.com/p/CXioWsoM2Tj/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/267420658_1299090353898162_5147924270824893318_n.webp.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=106&_nc_ohc=ggxmCeJNousAX85JHov&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9RPcSLYtOhQV5b2cJrqYnSW-QcbhWHUCqRskTCX_9Osg&oe=61C2FAC2&_nc_sid=83d603,False,8,False,Asti,Asti,True,44.900576,8.206883,Asti,PIEMONT,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXioWsoM2Tj.jpg,sky christmas-tree building window light christmas-ornament architecture tree evergreen house,"[['Sky', 0.9577249884605408], ['Christmas-tree', 0.9522022604942322], ['Building', 0.9367188215255737], ['Window', 0.9251315593719482], ['Light', 0.9119563102722168], ['Christmas-ornament', 0.8815290331840515], ['Architecture', 0.8537000417709351], ['Tree', 0.813961386680603], ['Evergreen', 0.8108430504798889], ['House', 0.8044469952583313]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXioTtssI3H,2021-12-16,https://www.instagram.com/p/CXioTtssI3H/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/267969265_459608285684309_1346244176342673778_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZwMSSoxmWycAX-gLtUJ&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9fqbuK7PymuZHgS74gOZ1upJqfmp6v0AD4hf9gLZTiQg&oe=61CC2616&_nc_sid=83d603,False,430,False,"Taormina, Sicily",Taormina,False,37.852064,15.286985,Taormina,SICILY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXioTtssI3H.jpg,sky building neighbourhood wall public-space city road facade umbrella market,"[['Sky', 0.9394731521606445], ['Building', 0.8882423043251038], ['Neighbourhood', 0.821139395236969], ['Wall', 0.8125128746032715], ['Public-space', 0.8106409907341003], ['City', 0.7992790341377258], ['Road', 0.785348117351532], ['Facade', 0.7755213379859924], ['Umbrella', 0.7740412354469299], ['Market', 0.7709429264068604]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXinzY5MJgX,2021-12-16,https://www.instagram.com/p/CXinzY5MJgX/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/267725934_290438499684170_483623566733708755_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=102&_nc_ohc=3nALtXQES7gAX9TQ67I&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9GroaLM42r8krn2wtPXJwbt0XPKsVxSiJWNJdPVR2JbQ&oe=61C30183&_nc_sid=83d603,False,13,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXinzY5MJgX.jpg,christmas-tree light lighting landmark city symmetry christmas-decoration event arcade ceiling,"[['Christmas-tree', 0.955898642539978], ['Light', 0.9130898714065552], ['Lighting', 0.8687360882759094], ['Landmark', 0.7966208457946777], ['City', 0.7683829665184021], ['Symmetry', 0.7537021040916443], ['Christmas-decoration', 0.7424601316452026], ['Event', 0.7197619080543518], ['Arcade', 0.7016695141792297], ['Ceiling', 0.6960362792015076]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXin9JUAQxd,2021-12-16,https://www.instagram.com/p/CXin9JUAQxd/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/268465905_234678965474337_3154847848714448684_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=n6RyOxd52QcAX9TT_Xm&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_xKZSHlSDhbrdxCeDhlH-ATqbRIjfC7yHz1POFKKcXIg&oe=61C69448&_nc_sid=83d603,False,110,False,"Capri, Italy","Capri, Italy",True,40.549003,14.228232,Capri,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\travelitaly\Images\CXin9JUAQxd.jpg,water water-resources azure natural-landscape plant mountain coastal-and-oceanic-landforms terrain landscape mountainous-landforms,"[['Water', 0.977950394153595], ['Water-resources', 0.9480682015419006], ['Azure', 0.8966098427772522], ['Natural-landscape', 0.8912411332130432], ['Plant', 0.8812345862388611], ['Mountain', 0.8400236368179321], ['Coastal-and-oceanic-landforms', 0.8378461599349976], ['Terrain', 0.8199508786201477], ['Landscape', 0.8128036260604858], ['Mountainous-landforms', 0.7893666625022888]]",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CXimJ8kMqcD,2021-12-16,https://www.instagram.com/p/CXimJ8kMqcD/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/267749815_1090680348146090_2172591467917694214_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=102&_nc_ohc=bLRVdXqArZAAX8d9CM_&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9onLqdWFZ8aOQf9iM8y4rm3nOtICVzGHlSzutDFiH2Jg&oe=61C1B036&_nc_sid=83d603,False,203,False,"Loreto, Italy","Loreto, Italy",True,43.440968,13.608784,Loreto,MARCHE,IT,False,False,False,C:\Docs\kitts\data\dump\italy_vacations\Images\CXimJ8kMqcD.jpg,sky cloud building dusk water sunset morning horizon city facade,"[['Sky', 0.9686096906661987], ['Cloud', 0.9591123461723328], ['Building', 0.9391942620277405], ['Dusk', 0.8487078547477722], ['Water', 0.8408958315849304], ['Sunset', 0.7994512319564819], ['Morning', 0.789398729801178], ['Horizon', 0.7886558771133423], ['City', 0.7828126549720764], ['Facade', 0.7624732255935669]]",True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
CXijZhkLGkk,2021-12-16,https://www.instagram.com/p/CXijZhkLGkk/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/267448953_1114939209241874_1865984595381963968_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=102&_nc_ohc=HqoysYjcPTQAX9JAX-N&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8_HQK3YCbomBd-_Gcywl06Omytt4eRA_mA4bJgtumOLQ&oe=61C20D85&_nc_sid=83d603,True,-1,False,"Firenze, Piazza Del Duomo","Fiesole, Italy",False,43.806669,11.293074,Fiesole,TUSCANY,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXijZhkLGkk.jpg,sky building window facade metropolis city tower monument symmetry medieval-architecture,"[['Sky', 0.9716246128082275], ['Building', 0.921299934387207], ['Window', 0.8725435137748718], ['Facade', 0.7626861333847046], ['Metropolis', 0.749822199344635], ['City', 0.7444512248039246], ['Tower', 0.7297187447547913], ['Monument', 0.7063124179840088], ['Symmetry', 0.7056307196617126], ['Medieval-architecture', 0.6921370029449463]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXiip3evzo4,2021-12-16,https://www.instagram.com/p/CXiip3evzo4/,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/268153849_207129384951271_4392557138943692039_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=107&_nc_ohc=XINnT_9WWAUAX87MEMT&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9uuekQ5xHJXwItASabDHoouDIRngMEh-6YQ3Uxd3ceJA&oe=61C1F6A0&_nc_sid=83d603,False,230,False,"Positano, Amalfi Coast, Italy",Maiori,False,40.648908,14.640141,Maiori,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXiip3evzo4.jpg,car vehicle plant motor-vehicle building automotive-lighting wheel vehicle-registration-plate infrastructure street-light,"[['Car', 0.9716292023658752], ['Vehicle', 0.9643465876579285], ['Plant', 0.944014847278595], ['Motor-vehicle', 0.9310752749443054], ['Building', 0.920430064201355], ['Automotive-lighting', 0.9186460375785828], ['Wheel', 0.9104599356651306], ['Vehicle-registration-plate', 0.9020997881889343], ['Infrastructure', 0.8951223492622375], ['Street-light', 0.8948425650596619]]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CXieq9uMPpf,2021-12-16,https://www.instagram.com/p/CXieq9uMPpf/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/267985652_633980437795705_3294801038521876624_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=nJFTFknrAG4AX_4kxK2&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9pEtHwzhwu9Gyf7ITqhifiAlyQgx7IeC001jNZ_PlM3w&oe=61C47AC5&_nc_sid=83d603,False,227,False,Castello di Lipari,Lipari,False,38.48137,14.939662,Lipari,SICILY,IT,False,False,False,C:\Docs\kitts\data\dump\italylovers\Images\CXieq9uMPpf.jpg,cloud sky water plant window green azure natural-landscape vegetation highland,"[['Cloud', 0.9791282415390015], ['Sky', 0.9747421741485596], ['Water', 0.955485999584198], ['Plant', 0.9240972399711609], ['Window', 0.9098067879676819], ['Green', 0.9078302383422852], ['Azure', 0.8955144882202148], ['Natural-landscape', 0.8918418288230896], ['Vegetation', 0.8504250049591064], ['Highland', 0.8486419320106506]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
